"altura","peso","imc","sexo","escolaridade","profissao","fumante","fumante.n","salario","carro","filho"
"16076",1.61,59.55,22.97,"M","Mestrado","Humanas","não",0,4208.96,2,0
"16077",1.44,52.46,25.3,"F","3º Grau","Exatas","sim",1,2904.94,0,1
"16078",1.43,52.19,25.52,"F","Doutorado","Exatas","não",0,3234.71,1,0
"16079",1.55,57.04,23.74,"M","PósDoc","Humanas","não",0,3271.63,2,2
"16080",1.4,51.06,26.05,"M","3º Grau","Humanas","não",0,3063.45,2,0
"16081",1.32,47.97,27.53,"M","3º Grau","Exatas","sim",1,2495.7,1,1
"16082",1.6,59.14,23.1,"M","Doutorado","Humanas","sim",1,2088.85,0,1
"16083",1.41,51.35,25.83,"M","2º Grau","Biológicas","sim",1,3392.66,3,0
"16084",1.31,47.59,27.73,"M","1º Grau","Humanas","não",0,2772.5,0,1
"16085",1.57,57.89,23.49,"M","Analfabeto","Biológicas","sim",1,2306.65,3,0
"16086",1.5,55.02,24.45,"F","1º Grau","Humanas","não",0,2731.4,1,1
"16087",1.3,47.16,27.91,"F","Doutorado","Humanas","não",0,2666.99,3,0
"16088",1.54,56.47,23.81,"M","PósDoc","Humanas","não",0,2882.11,1,0
"16089",1.54,56.57,23.85,"M","PósDoc","Humanas","não",0,2887.59,0,1
"16090",1.67,61.7,22.12,"M","3º Grau","Biológicas","sim",1,2973.89,0,0
"16091",1.52,55.94,24.21,"M","2º Grau","Exatas","sim",1,2547.71,3,1
"16092",1.47,53.6,24.8,"M","Doutorado","Exatas","não",0,2437.18,3,1
"16093",1.58,58.12,23.28,"M","1º Grau","Humanas","sim",1,2644.69,0,0
"16094",1.58,58.12,23.28,"M","2º Grau","Exatas","não",0,2696.84,3,1
"16095",1.52,55.77,24.14,"F","Analfabeto","Humanas","não",0,2641.76,3,1
"16096",1.54,56.58,23.86,"F","2º Grau","Humanas","não",0,2340.46,1,1
"16097",1.42,51.71,25.64,"M","3º Grau","Humanas","não",0,3113.92,2,2
"16098",1.59,58.64,23.2,"M","1º Grau","Biológicas","sim",1,3225.29,2,0
"16099",1.44,52.64,25.39,"F","PósDoc","Humanas","não",0,2633.35,0,1
"16100",1.46,53.43,25.07,"F","Analfabeto","Humanas","sim",1,2803.8,2,1
"16101",1.47,53.69,24.85,"F","PósDoc","Exatas","sim",1,3001.21,3,2
"16102",1.63,60.05,22.6,"F","3º Grau","Biológicas","não",0,3100.04,3,1
"16103",1.65,60.89,22.37,"M","Doutorado","Exatas","sim",1,2960.93,2,1
"16104",1.37,49.92,26.6,"M","PósDoc","Biológicas","não",0,3030,0,1
"16105",1.55,57.18,23.8,"F","Doutorado","Humanas","não",0,2572.42,3,0
"16106",1.56,57.54,23.64,"F","Analfabeto","Biológicas","não",0,2899.01,2,2
"16107",1.5,54.91,24.4,"M","1º Grau","Humanas","não",0,3043.24,0,2
"16108",1.64,60.77,22.59,"M","PósDoc","Exatas","sim",1,2861.55,1,0
"16109",1.46,53.57,25.13,"F","Doutorado","Humanas","não",0,3225.24,2,2
"16110",1.52,55.87,24.18,"M","Mestrado","Humanas","não",0,2542.49,3,0
"16111",1.42,51.86,25.72,"F","2º Grau","Exatas","sim",1,2611.7,1,1
"16112",1.64,60.43,22.47,"F","Mestrado","Exatas","sim",1,2566.72,3,2
"16113",1.56,57.38,23.58,"F","Analfabeto","Humanas","sim",1,2861.47,1,2
"16114",1.59,58.44,23.12,"M","Analfabeto","Exatas","não",0,3128.54,3,0
"16115",1.45,52.97,25.19,"M","Mestrado","Exatas","não",0,3026.94,2,2
"16116",1.5,54.95,24.42,"F","Doutorado","Biológicas","sim",1,3019.28,3,1
"16117",1.42,51.62,25.6,"M","Analfabeto","Exatas","sim",1,2715.1,2,0
"16118",1.47,53.81,24.9,"M","PósDoc","Biológicas","não",0,3330.91,1,0
"16119",1.29,46.45,27.91,"F","Mestrado","Exatas","não",0,3121.57,3,2
"16120",1.64,60.44,22.47,"M","3º Grau","Exatas","não",0,3374.91,1,1
"16121",1.5,55.03,24.46,"M","Analfabeto","Biológicas","não",0,3277.84,3,2
"16122",1.68,62.37,22.1,"F","PósDoc","Exatas","não",0,2602.07,1,1
"16123",1.65,60.83,22.34,"M","Doutorado","Humanas","não",0,3076.28,0,1
"16124",1.63,60.18,22.65,"M","1º Grau","Biológicas","não",0,2888.31,0,1
"16125",1.57,57.8,23.45,"M","1º Grau","Exatas","sim",1,2958.36,2,1
"16126",1.38,50.4,26.47,"F","PósDoc","Humanas","não",0,2641.66,1,2
"16127",1.49,54.48,24.54,"M","Mestrado","Humanas","sim",1,2912.62,0,2
"16128",1.52,55.77,24.14,"M","1º Grau","Exatas","não",0,2857.34,1,0
"16129",1.59,58.79,23.25,"M","PósDoc","Biológicas","sim",1,3033.87,3,1
"16130",1.69,62.8,21.99,"F","Mestrado","Biológicas","não",0,3468.42,2,2
"16131",1.47,53.97,24.98,"F","Analfabeto","Humanas","não",0,3602,3,0
"16132",1.32,47.68,27.36,"M","2º Grau","Humanas","não",0,2326.16,2,2
"16133",1.42,51.97,25.77,"F","2º Grau","Humanas","sim",1,3534.75,2,1
"16134",1.46,53.5,25.1,"F","Analfabeto","Biológicas","sim",1,2462.91,3,2
"16135",1.47,53.66,24.83,"F","Mestrado","Exatas","sim",1,2702.89,0,1
"16136",1.66,61.44,22.3,"M","Mestrado","Humanas","não",0,2576.92,0,1
"16137",1.56,57.38,23.58,"F","Analfabeto","Humanas","não",0,3001.86,2,0
"16138",1.56,57.22,23.51,"M","Mestrado","Exatas","sim",1,2990.85,3,2
"16139",1.43,52.4,25.62,"M","Mestrado","Biológicas","não",0,2985.15,2,1
"16140",1.48,54.14,24.72,"F","3º Grau","Exatas","não",0,3241.06,3,0
"16141",1.63,60.17,22.65,"M","3º Grau","Exatas","não",0,2774.61,3,0
"16142",1.46,53.53,25.11,"M","2º Grau","Biológicas","sim",1,1889.49,3,2
"16143",1.64,60.68,22.56,"M","3º Grau","Exatas","não",0,3638.33,2,0
"16144",1.46,53.42,25.06,"M","PósDoc","Biológicas","não",0,3759.81,1,0
"16145",1.54,56.62,23.87,"M","3º Grau","Biológicas","não",0,2866.09,1,0
"16146",1.46,53.49,25.09,"F","PósDoc","Humanas","não",0,2864.9,3,0
"16147",1.47,53.74,24.87,"M","Doutorado","Humanas","sim",1,3253.52,0,2
"16148",1.58,58.06,23.26,"F","1º Grau","Biológicas","não",0,2562,2,1
"16149",1.45,53.17,25.29,"F","Mestrado","Biológicas","sim",1,3468.51,1,2
"16150",1.46,53.5,25.1,"F","Doutorado","Humanas","não",0,2586.28,2,0
"16151",1.37,49.7,26.48,"M","Mestrado","Humanas","sim",1,3083.68,1,0
"16152",1.34,48.54,27.03,"M","1º Grau","Exatas","não",0,2825.58,2,2
"16153",1.48,54.21,24.75,"M","Analfabeto","Biológicas","sim",1,3318.26,2,1
"16154",1.63,60.18,22.65,"F","Analfabeto","Biológicas","não",0,2707.85,3,2
"16155",1.51,55.27,24.24,"M","2º Grau","Humanas","sim",1,3180.82,3,1
"16156",1.38,50.21,26.37,"F","PósDoc","Biológicas","sim",1,3587.92,2,1
"16157",1.64,60.68,22.56,"F","Doutorado","Humanas","sim",1,3254.32,3,1
"16158",1.65,60.91,22.37,"F","3º Grau","Biológicas","não",0,2406.51,1,0
"16159",1.36,49.55,26.79,"M","Mestrado","Exatas","sim",1,2386.76,0,0
"16160",1.53,56.14,23.98,"F","PósDoc","Biológicas","sim",1,3196.7,2,2
"16161",1.49,54.58,24.58,"F","PósDoc","Exatas","sim",1,2749.59,3,2
"16162",1.44,52.66,25.4,"M","Mestrado","Biológicas","não",0,3107.39,0,2
"16163",1.53,56.18,24,"M","1º Grau","Biológicas","sim",1,3249.04,2,1
"16164",1.44,52.65,25.39,"M","Mestrado","Exatas","não",0,4110.55,0,0
"16165",1.36,49.46,26.74,"F","Doutorado","Humanas","não",0,3003.16,3,1
"16166",1.65,61.16,22.46,"M","Doutorado","Humanas","sim",1,2764.41,2,0
"16167",1.47,53.95,24.97,"F","2º Grau","Humanas","não",0,2779.8,0,0
"16168",1.35,49.15,26.97,"F","Analfabeto","Exatas","sim",1,3197.48,2,1
"16169",1.55,57.17,23.8,"F","PósDoc","Exatas","sim",1,2400.18,1,2
"16170",1.34,48.61,27.07,"F","1º Grau","Exatas","sim",1,2931.64,3,2
"16171",1.47,53.84,24.92,"F","Doutorado","Humanas","sim",1,2947.93,0,1
"16172",1.51,55.31,24.26,"M","2º Grau","Biológicas","sim",1,2525.53,3,2
"16173",1.72,63.62,21.5,"M","Doutorado","Humanas","sim",1,2399.13,2,0
"16174",1.39,50.75,26.27,"M","Mestrado","Humanas","não",0,3416.54,0,0
"16175",1.35,49.13,26.96,"F","2º Grau","Exatas","sim",1,2859.85,1,1
"16176",1.53,56.31,24.05,"F","3º Grau","Humanas","não",0,2754.16,1,1
"16177",1.47,53.69,24.85,"M","Mestrado","Biológicas","sim",1,3179.45,1,2
"16178",1.7,63.18,21.86,"F","2º Grau","Biológicas","não",0,3085.99,2,1
"16179",1.59,58.5,23.14,"F","2º Grau","Exatas","não",0,3059.43,0,2
"16180",1.58,58.2,23.31,"M","PósDoc","Humanas","não",0,2641.5,3,0
"16181",1.58,58.39,23.39,"M","PósDoc","Humanas","não",0,3388.31,1,2
"16182",1.55,57.04,23.74,"F","Mestrado","Humanas","sim",1,2962.98,0,0
"16183",1.56,57.27,23.53,"F","Doutorado","Humanas","não",0,2937.47,1,0
"16184",1.59,58.49,23.14,"F","1º Grau","Humanas","não",0,3379.48,2,0
"16185",1.52,55.9,24.19,"F","Mestrado","Biológicas","não",0,3299.31,0,0
"16186",1.56,57.56,23.65,"M","3º Grau","Biológicas","não",0,2923.04,2,1
"16187",1.7,62.82,21.74,"M","2º Grau","Exatas","sim",1,2919.39,2,2
"16188",1.41,51.53,25.92,"M","3º Grau","Humanas","não",0,3420.92,2,0
"16189",1.49,54.7,24.64,"M","PósDoc","Biológicas","não",0,3024.48,0,1
"16190",1.41,51.5,25.9,"F","Doutorado","Humanas","sim",1,3374.05,1,2
"16191",1.4,51.02,26.03,"M","2º Grau","Exatas","sim",1,2666.42,2,1
"16192",1.45,52.87,25.15,"M","2º Grau","Exatas","não",0,2539.76,1,0
"16193",1.55,56.96,23.71,"M","3º Grau","Biológicas","sim",1,3488.1,0,1
"16194",1.64,60.74,22.58,"F","1º Grau","Biológicas","sim",1,2854.8,1,0
"16195",1.54,56.59,23.86,"M","2º Grau","Exatas","não",0,2565.92,0,1
"16196",1.46,53.37,25.04,"F","Mestrado","Exatas","sim",1,2511.1,0,0
"16197",1.59,58.77,23.25,"F","1º Grau","Biológicas","não",0,2634.78,2,2
"16198",1.51,55.57,24.37,"M","2º Grau","Exatas","não",0,2933.12,1,0
"16199",1.5,54.88,24.39,"M","Mestrado","Humanas","não",0,3350.69,1,2
"16200",1.52,55.99,24.23,"F","1º Grau","Biológicas","sim",1,2389.95,2,0
"16201",1.58,58.18,23.31,"F","3º Grau","Humanas","sim",1,2836.73,2,2
"16202",1.45,52.8,25.11,"F","Doutorado","Biológicas","não",0,2383.19,2,0
"16203",1.62,59.92,22.83,"M","Analfabeto","Biológicas","sim",1,3045.55,3,1
"16204",1.5,55.11,24.49,"F","Mestrado","Exatas","sim",1,2875.83,3,2
"16205",1.29,46.63,28.02,"M","Doutorado","Exatas","sim",1,2483.88,0,1
"16206",1.63,60.15,22.64,"M","PósDoc","Exatas","sim",1,2934.51,1,0
"16207",1.7,62.98,21.79,"F","Doutorado","Exatas","não",0,3229.35,0,1
"16208",1.46,53.45,25.08,"M","2º Grau","Exatas","não",0,2814.16,0,0
"16209",1.54,56.42,23.79,"F","Doutorado","Exatas","sim",1,2695.92,3,2
"16210",1.39,50.59,26.18,"M","Analfabeto","Humanas","não",0,3793.67,1,2
"16211",1.46,53.23,24.97,"F","Analfabeto","Humanas","sim",1,2672.22,0,2
"16212",1.58,58.3,23.35,"F","Doutorado","Exatas","sim",1,3075.4,0,2
"16213",1.36,49.44,26.73,"F","3º Grau","Humanas","sim",1,3042.76,0,1
"16214",1.74,64.47,21.29,"M","Doutorado","Biológicas","sim",1,3408.06,0,0
"16215",1.51,55.55,24.36,"F","Mestrado","Humanas","sim",1,2432.05,1,0
"16216",1.58,58.03,23.25,"M","2º Grau","Biológicas","não",0,2556.5,0,0
"16217",1.38,50.37,26.45,"F","3º Grau","Humanas","sim",1,3114.31,0,0
"16218",1.42,51.96,25.77,"F","PósDoc","Humanas","não",0,2778.63,1,1
"16219",1.45,52.92,25.17,"F","1º Grau","Humanas","não",0,2714.7,1,0
"16220",1.4,51.14,26.09,"F","3º Grau","Humanas","não",0,2870.52,3,1
"16221",1.53,56.08,23.96,"F","Doutorado","Biológicas","sim",1,3668.47,3,2
"16222",1.47,53.85,24.92,"M","Analfabeto","Exatas","sim",1,3064.74,2,0
"16223",1.46,53.33,25.02,"F","Doutorado","Humanas","não",0,2710.11,1,1
"16224",1.67,61.61,22.09,"M","1º Grau","Exatas","não",0,2976.76,2,0
"16225",1.48,54.36,24.82,"F","Doutorado","Exatas","não",0,3474.48,1,2
"16226",1.61,59.3,22.88,"M","Doutorado","Biológicas","não",0,2608.65,3,2
"16227",1.52,55.65,24.09,"M","PósDoc","Biológicas","sim",1,3264.34,0,0
"16228",1.37,49.8,26.53,"M","Doutorado","Humanas","não",0,2600.52,3,0
"16229",1.23,44.05,29.12,"M","Analfabeto","Biológicas","sim",1,2649.77,0,0
"16230",1.38,50.35,26.44,"M","Mestrado","Exatas","não",0,2566.85,3,2
"16231",1.49,54.64,24.61,"F","3º Grau","Humanas","sim",1,3018.93,1,2
"16232",1.45,53.18,25.29,"F","1º Grau","Biológicas","sim",1,2318.78,0,2
"16233",1.58,58.18,23.31,"F","Mestrado","Humanas","sim",1,3531.78,0,0
"16234",1.38,50.01,26.26,"M","Analfabeto","Exatas","não",0,3108.44,0,0
"16235",1.57,57.86,23.47,"F","1º Grau","Humanas","não",0,3251.43,3,0
"16236",1.69,62.73,21.96,"F","Doutorado","Biológicas","sim",1,3549.62,3,0
"16237",1.54,56.59,23.86,"M","Doutorado","Biológicas","sim",1,2851.94,2,2
"16238",1.6,59.13,23.1,"M","Mestrado","Biológicas","sim",1,2907.96,3,1
"16239",1.39,50.44,26.11,"F","Doutorado","Exatas","não",0,2652.36,3,2
"16240",1.64,60.44,22.47,"F","Mestrado","Humanas","sim",1,2538.46,3,2
"16241",1.43,52.3,25.58,"F","3º Grau","Humanas","não",0,3032.14,2,1
"16242",1.43,52,25.43,"F","3º Grau","Exatas","não",0,2503.28,0,0
"16243",1.45,53.03,25.22,"M","3º Grau","Exatas","não",0,3347.07,0,1
"16244",1.42,51.63,25.61,"M","2º Grau","Exatas","sim",1,2338.68,1,1
"16245",1.65,60.95,22.39,"F","Analfabeto","Humanas","não",0,2650.18,2,2
"16246",1.53,56.1,23.97,"F","Mestrado","Biológicas","não",0,3329.8,0,0
"16247",1.43,52.25,25.55,"F","PósDoc","Humanas","sim",1,3295.35,1,1
"16248",1.49,54.65,24.62,"F","Mestrado","Biológicas","não",0,3293.34,2,1
"16249",1.49,54.7,24.64,"M","Mestrado","Biológicas","sim",1,2876.06,2,1
"16250",1.46,53.36,25.03,"M","2º Grau","Biológicas","não",0,2772.04,1,1
"16251",1.68,62.34,22.09,"F","2º Grau","Exatas","não",0,3523.03,1,0
"16252",1.53,56.05,23.94,"F","Analfabeto","Exatas","não",0,2725.11,3,0
"16253",1.5,54.86,24.38,"M","PósDoc","Exatas","sim",1,2774.66,1,1
"16254",1.35,49.06,26.92,"M","2º Grau","Humanas","não",0,3391.17,1,2
"16255",1.72,63.93,21.61,"F","3º Grau","Exatas","sim",1,3441.39,3,0
"16256",1.31,47.44,27.64,"F","PósDoc","Humanas","sim",1,2829.96,3,1
"16257",1.52,55.99,24.23,"M","Mestrado","Exatas","não",0,3190.77,3,2
"16258",1.46,53.29,25,"M","Doutorado","Exatas","não",0,2536.34,3,2
"16259",1.58,58.02,23.24,"M","Doutorado","Biológicas","sim",1,3250.31,0,1
"16260",1.66,61.52,22.33,"M","Mestrado","Exatas","não",0,3094.81,2,2
"16261",1.43,52.4,25.62,"F","PósDoc","Biológicas","não",0,3488.01,1,1
"16262",1.49,54.6,24.59,"F","PósDoc","Biológicas","não",0,3105.89,1,0
"16263",1.39,50.51,26.14,"M","1º Grau","Exatas","sim",1,2716.28,1,0
"16264",1.74,64.63,21.35,"M","1º Grau","Biológicas","não",0,3393.4,3,2
"16265",1.44,52.55,25.34,"F","PósDoc","Biológicas","não",0,3679.85,0,2
"16266",1.51,55.33,24.27,"M","Analfabeto","Biológicas","não",0,3438.79,0,0
"16267",1.58,58.05,23.25,"M","2º Grau","Biológicas","não",0,2709.29,1,0
"16268",1.42,51.73,25.65,"F","1º Grau","Humanas","sim",1,3234.05,2,1
"16269",1.56,57.42,23.59,"M","Analfabeto","Exatas","não",0,3017.23,2,0
"16270",1.54,56.48,23.82,"M","Analfabeto","Humanas","não",0,2973.52,3,2
"16271",1.4,51.04,26.04,"M","1º Grau","Exatas","não",0,2522.43,2,1
"16272",1.44,52.77,25.45,"F","PósDoc","Biológicas","não",0,3189.39,2,1
"16273",1.53,56.04,23.94,"M","1º Grau","Biológicas","não",0,3053.04,0,1
"16274",1.63,60.24,22.67,"F","3º Grau","Exatas","sim",1,2855.45,3,0
"16275",1.47,53.84,24.92,"F","Doutorado","Humanas","sim",1,3527.97,2,1
"16276",1.34,48.79,27.17,"F","Analfabeto","Biológicas","não",0,3055.54,2,0
"16277",1.54,56.56,23.85,"F","Mestrado","Humanas","não",0,2626.96,1,1
"16278",1.34,48.57,27.05,"M","3º Grau","Humanas","não",0,3318.57,0,2
"16279",1.63,60.16,22.64,"M","2º Grau","Biológicas","não",0,3040.26,3,2
"16280",1.53,56.1,23.97,"F","Analfabeto","Biológicas","sim",1,2808.94,0,0
"16281",1.43,52.01,25.43,"F","Mestrado","Exatas","não",0,2827.87,2,0
"16282",1.58,58.06,23.26,"F","PósDoc","Humanas","não",0,2597.73,3,2
"16283",1.7,63.14,21.85,"M","Analfabeto","Humanas","não",0,2930.89,1,0
"16284",1.64,60.45,22.48,"F","Mestrado","Humanas","não",0,3226.37,3,0
"16285",1.53,56.32,24.06,"M","Analfabeto","Exatas","sim",1,3103.38,2,2
"16286",1.63,60.16,22.64,"F","1º Grau","Exatas","sim",1,2807.81,1,0
"16287",1.46,53.21,24.96,"F","Mestrado","Biológicas","não",0,3190.68,3,1
"16288",1.47,53.95,24.97,"F","PósDoc","Biológicas","não",0,2624.31,1,1
"16289",1.45,53.05,25.23,"M","Mestrado","Humanas","não",0,2959.54,3,2
"16290",1.42,51.8,25.69,"F","2º Grau","Exatas","sim",1,2741.45,0,2
"16291",1.43,52.35,25.6,"M","3º Grau","Biológicas","sim",1,2871.23,1,0
"16292",1.4,50.89,25.96,"F","1º Grau","Humanas","sim",1,2561.61,2,1
"16293",1.55,56.85,23.66,"M","Analfabeto","Biológicas","não",0,2016.95,3,1
"16294",1.5,54.94,24.42,"M","Doutorado","Biológicas","sim",1,3026.93,1,0
"16295",1.33,48.18,27.24,"F","Doutorado","Biológicas","não",0,3045.2,2,0
"16296",1.56,57.44,23.6,"M","Analfabeto","Humanas","sim",1,2512.88,3,2
"16297",1.51,55.42,24.31,"F","3º Grau","Biológicas","não",0,3595.23,2,2
"16298",1.62,59.7,22.75,"M","PósDoc","Humanas","sim",1,3139.45,3,1
"16299",1.36,49.52,26.77,"M","Analfabeto","Humanas","não",0,3314.8,3,0
"16300",1.67,61.95,22.21,"F","Doutorado","Biológicas","sim",1,2618.71,0,0
"16301",1.35,48.96,26.86,"F","1º Grau","Exatas","não",0,2319.36,3,1
"16302",1.57,57.72,23.42,"M","Mestrado","Exatas","não",0,3057.29,1,1
"16303",1.62,59.89,22.82,"F","PósDoc","Humanas","não",0,2562.15,1,0
"16304",1.48,54.16,24.73,"F","1º Grau","Humanas","não",0,2736.11,0,0
"16305",1.42,51.7,25.64,"M","2º Grau","Biológicas","não",0,2531.31,0,2
"16306",1.46,53.33,25.02,"F","Doutorado","Exatas","não",0,2781.64,1,0
"16307",1.61,59.4,22.92,"F","2º Grau","Humanas","sim",1,3436.79,0,2
"16308",1.44,52.74,25.43,"F","2º Grau","Biológicas","sim",1,3300.03,0,2
"16309",1.5,55.12,24.5,"M","Doutorado","Exatas","sim",1,2987.72,0,0
"16310",1.58,58.37,23.38,"F","PósDoc","Humanas","sim",1,3245.91,1,0
"16311",1.4,51.18,26.11,"F","PósDoc","Exatas","não",0,3420.38,3,0
"16312",1.43,52.13,25.49,"F","1º Grau","Humanas","não",0,2627.44,1,2
"16313",1.52,55.82,24.16,"M","3º Grau","Humanas","não",0,2907.04,3,1
"16314",1.53,56.4,24.09,"F","3º Grau","Humanas","não",0,3221.49,2,0
"16315",1.49,54.64,24.61,"M","1º Grau","Exatas","não",0,3801.31,0,0
"16316",1.33,48.17,27.23,"F","PósDoc","Exatas","sim",1,2614.06,0,2
"16317",1.5,55.01,24.45,"F","PósDoc","Humanas","sim",1,3287.19,1,1
"16318",1.56,57.42,23.59,"F","Doutorado","Humanas","sim",1,2339.75,1,0
"16319",1.23,44.08,29.14,"M","PósDoc","Biológicas","não",0,2627.4,2,2
"16320",1.3,47.07,27.85,"M","Doutorado","Humanas","não",0,3066.98,3,2
"16321",1.37,49.91,26.59,"M","1º Grau","Biológicas","não",0,3066.45,2,0
"16322",1.69,62.6,21.92,"M","Analfabeto","Humanas","não",0,2989.45,1,0
"16323",1.21,43.48,29.7,"F","3º Grau","Exatas","sim",1,3029.29,2,0
"16324",1.4,50.82,25.93,"F","3º Grau","Humanas","sim",1,2959.82,0,1
"16325",1.63,60.13,22.63,"F","2º Grau","Biológicas","sim",1,3687.7,2,1
"16326",1.54,56.55,23.84,"F","3º Grau","Exatas","não",0,2377.38,0,2
"16327",1.58,58.26,23.34,"F","1º Grau","Biológicas","sim",1,2476.58,2,0
"16328",1.44,52.69,25.41,"F","3º Grau","Biológicas","não",0,3377.99,2,1
"16329",1.52,55.85,24.17,"M","Analfabeto","Biológicas","sim",1,3792.34,2,2
"16330",1.54,56.54,23.84,"M","Doutorado","Biológicas","não",0,2239.94,0,2
"16331",1.45,53.16,25.28,"M","1º Grau","Exatas","não",0,2245.26,2,2
"16332",1.61,59.25,22.86,"M","1º Grau","Biológicas","sim",1,2707.46,3,2
"16333",1.51,55.37,24.28,"M","PósDoc","Biológicas","sim",1,3556.29,2,0
"16334",1.51,55.52,24.35,"M","2º Grau","Humanas","sim",1,2956.88,1,0
"16335",1.52,55.75,24.13,"F","3º Grau","Biológicas","não",0,2768.74,1,0
"16336",1.56,57.5,23.63,"F","PósDoc","Biológicas","não",0,3024.37,2,1
"16337",1.55,57.08,23.76,"M","3º Grau","Exatas","não",0,2536,3,0
"16338",1.54,56.63,23.88,"F","2º Grau","Humanas","não",0,3115.18,3,0
"16339",1.61,59.57,22.98,"M","3º Grau","Exatas","sim",1,2554.23,2,2
"16340",1.49,54.41,24.51,"M","Doutorado","Exatas","não",0,2347.92,3,0
"16341",1.42,51.94,25.76,"M","1º Grau","Humanas","não",0,2832.3,3,1
"16342",1.37,49.82,26.54,"F","Doutorado","Exatas","sim",1,3144.79,1,1
"16343",1.6,59.18,23.12,"M","Analfabeto","Biológicas","não",0,2416.44,1,0
"16344",1.47,53.91,24.95,"M","Doutorado","Biológicas","sim",1,2684.62,0,1
"16345",1.56,57.39,23.58,"F","Doutorado","Exatas","não",0,2939.06,0,0
"16346",1.53,56.04,23.94,"F","1º Grau","Humanas","não",0,2651.76,1,0
"16347",1.46,53.34,25.02,"M","PósDoc","Biológicas","não",0,2752.09,1,0
"16348",1.34,48.61,27.07,"F","PósDoc","Humanas","não",0,2516.78,1,0
"16349",1.51,55.24,24.23,"F","Analfabeto","Exatas","não",0,3153.22,3,1
"16350",1.54,56.77,23.94,"F","Analfabeto","Exatas","sim",1,3695.98,2,1
"16351",1.39,50.57,26.17,"M","3º Grau","Exatas","sim",1,2792.89,3,1
"16352",1.36,49.37,26.69,"M","Doutorado","Exatas","sim",1,3293.16,0,0
"16353",1.66,61.49,22.31,"M","3º Grau","Biológicas","sim",1,2812.74,1,1
"16354",1.43,52.3,25.58,"F","Analfabeto","Biológicas","não",0,2832.5,2,0
"16355",1.43,52,25.43,"M","Doutorado","Humanas","não",0,3885.61,1,2
"16356",1.47,53.74,24.87,"M","Doutorado","Humanas","sim",1,2520.4,0,1
"16357",1.61,59.35,22.9,"F","1º Grau","Humanas","não",0,2834.16,2,1
"16358",1.55,57.15,23.79,"M","2º Grau","Exatas","não",0,3243.28,2,2
"16359",1.5,55.03,24.46,"F","3º Grau","Biológicas","não",0,3575.55,1,1
"16360",1.57,57.74,23.42,"M","Analfabeto","Exatas","não",0,2645.87,3,2
"16361",1.61,59.5,22.95,"F","Doutorado","Exatas","sim",1,2746.13,0,1
"16362",1.45,53.18,25.29,"F","1º Grau","Humanas","sim",1,3138.83,0,0
"16363",1.32,47.84,27.46,"M","2º Grau","Exatas","não",0,2652.6,1,1
"16364",1.66,61.49,22.31,"F","2º Grau","Biológicas","sim",1,3419.67,3,2
"16365",1.43,52.11,25.48,"M","Mestrado","Biológicas","não",0,3058.47,0,0
"16366",1.57,57.65,23.39,"F","3º Grau","Biológicas","sim",1,2814.71,1,0
"16367",1.51,55.3,24.25,"M","1º Grau","Biológicas","sim",1,2715.92,1,0
"16368",1.39,50.53,26.15,"F","3º Grau","Exatas","sim",1,3526.91,2,2
"16369",1.4,51.19,26.12,"F","1º Grau","Biológicas","sim",1,2920.39,1,1
"16370",1.56,57.59,23.66,"F","3º Grau","Exatas","sim",1,3055.73,3,0
"16371",1.66,61.34,22.26,"M","Mestrado","Biológicas","não",0,2297.52,0,2
"16372",1.38,50.25,26.39,"F","Analfabeto","Humanas","sim",1,2343.4,2,1
"16373",1.52,55.75,24.13,"F","3º Grau","Humanas","não",0,3899.58,3,0
"16374",1.47,53.97,24.98,"M","2º Grau","Exatas","sim",1,3446.75,0,0
"16375",1.64,60.4,22.46,"F","Analfabeto","Exatas","sim",1,3250.47,1,0
"16376",1.59,58.73,23.23,"F","3º Grau","Humanas","não",0,3419.88,0,1
"16377",1.4,51.02,26.03,"F","Mestrado","Exatas","sim",1,3330.21,3,1
"16378",1.59,58.71,23.22,"M","Analfabeto","Exatas","sim",1,3280.61,2,2
"16379",1.52,55.6,24.07,"M","1º Grau","Humanas","não",0,3028.88,0,0
"16380",1.59,58.44,23.12,"M","Analfabeto","Humanas","não",0,2891.95,1,1
"16381",1.6,59.19,23.12,"M","PósDoc","Biológicas","sim",1,2931.03,2,2
"16382",1.59,58.57,23.17,"F","3º Grau","Humanas","sim",1,3307.96,1,2
"16383",1.71,63.47,21.71,"F","3º Grau","Exatas","não",0,2656.71,1,1
"16384",1.67,61.93,22.21,"F","1º Grau","Humanas","não",0,2316.3,3,1
"16385",1.41,51.33,25.82,"M","3º Grau","Humanas","sim",1,3126.06,0,0
"16386",1.56,57.58,23.66,"M","2º Grau","Exatas","não",0,2355.25,0,0
"16387",1.5,55.06,24.47,"M","3º Grau","Biológicas","não",0,3616.04,0,2
"16388",1.48,54.11,24.7,"M","2º Grau","Exatas","não",0,2844.15,0,2
"16389",1.45,52.87,25.15,"F","1º Grau","Humanas","não",0,3242.23,1,2
"16390",1.4,51.13,26.09,"F","2º Grau","Exatas","não",0,2925.36,1,2
"16391",1.38,50.07,26.29,"M","Analfabeto","Humanas","não",0,3176.3,3,1
"16392",1.48,54.39,24.83,"M","PósDoc","Biológicas","sim",1,3005.3,1,2
"16393",1.52,55.64,24.08,"M","Mestrado","Biológicas","não",0,2882.72,0,2
